entity_id	valid	rejected	polled	electors	SJB	SLPP	UNP	JJB	IND19_D01	IND08_D01	JSWP	IND05_D01	IND02_D01	IND13_D01	IND11_D01	ULF	IND17_D01	IND10_D01	FSP	IND07_D01	USP	SPS	IND01_D01	IND06_D01	IND04_D01	IND20_D01	IND12_D01	IND15_D01	JSP	LP	SEP	NPP	IND18_D01	IND09_D01	IND24_D01	IND14_D01	IND26_D01	DUNF	NSU	IND25_D01	IND21_D01	IND03_D01	IND22_D01	SJP	IND16_D01	IND23_D01
LK-1306085	1968	113	2082	2722	425	1313	46	99			2								3		1	1																2						1		
LK-1306090	1227	70	1297	1696	265	818	29	61			1								2		0	1																1						0		
LK-1306095	2065	118	2183	2855	446	1377	49	103			2								3		1	1																2						1		
LK-1306100	748	42	791	1034	161	499	17	37			0								1		0	0																1						0		
LK-1306105	735	42	777	1016	158	490	17	36			0								1		0	0																1						0		
LK-1306110	832	47	879	1150	179	555	19	41			1								1		0	0																1						0		
LK-1306115	936	53	990	1294	202	624	22	47			1								1		0	0																1						0		
LK-1306120	1161	66	1227	1605	250	774	27	58			1								1		0	0																1						0		
LK-1306125	1475	84	1560	2039	318	983	35	74			1								2		0	1																2						0		
LK-1306130	1094	62	1157	1513	236	730	26	55			1								1		0	0																1						0		
LK-1306135	1787	102	1890	2471	386	1192	42	89			2								2		0	1																2						1		
LK-1306140	652	37	689	901	140	434	15	32			0								1		0	0																0						0		
LK-1306145	697	40	737	964	150	465	16	35			0								1		0	0																0						0		
LK-1306150	437	25	462	605	94	291	10	22			0								0		0	0																0						0		
LK-1306155	1064	61	1126	1472	230	710	25	53			1								1		0	0																1						0		
LK-1306160	473	27	501	655	102	316	11	23			0								0		0	0																0						0		
LK-1306165	635	36	671	878	137	423	15	31			0								1		0	0																0						0		
LK-1306170	764	43	808	1056	165	509	18	38			0								1		0	0																1						0		
LK-1306175	1007	57	1064	1392	217	671	24	50			1								1		0	0																1						0		
LK-1306180	1012	58	1070	1400	218	675	24	50			1								1		0	0																1						0		
LK-1306185	641	36	678	886	138	427	15	32			0								1		0	0																0						0		
LK-1306190	910	52	963	1259	196	607	21	45			1								1		0	0																1						0		
LK-1306195	506	29	535	699	109	337	12	25			0								0		0	0																0						0		
LK-1306200	618	35	654	855	133	412	14	31			0								1		0	0																0						0		
LK-1306205	675	38	714	934	146	450	16	33			0								1		0	0																0						0		
LK-1306210	1128	64	1193	1560	244	752	26	56			1								1		0	0																1						0		
LK-1306215	1255	72	1327	1735	271	837	29	63			1								2		0	1																1						0		
LK-1306220	1403	80	1484	1940	303	936	33	70			1								2		0	1																1						0		
LK-1306225	1693	97	1791	2341	366	1129	40	85			2								2		0	1																2						1		
LK-1306230	962	55	1018	1331	208	642	22	48			1								1		0	0																1						0		
LK-1306235	1072	61	1134	1483	231	715	25	53			1								1		0	0																1						0		
LK-1306240	1078	61	1140	1491	233	719	25	54			1								1		0	0																1						0		
LK-1306245	996	57	1053	1377	215	664	23	50			1								1		0	0																1						0		
LK-1306250	1220	70	1290	1687	263	814	29	61			1								2		0	1																1						0		
LK-1306255	472	27	499	652	102	314	11	23			0								0		0	0																0						0		
LK-1306260	1022	58	1081	1413	221	681	24	51			1								1		0	0																1						0		
LK-1306265	1082	62	1145	1497	234	722	25	54			1								1		0	0																1						0		
LK-1306270	659	37	697	911	142	439	15	33			0								1		0	0																0						0		
LK-1306275	353	20	374	489	76	235	8	17			0								0		0	0																0						0		
LK-1306280	566	32	598	782	122	377	13	28			0								0		0	0																0						0		
LK-1306285	1316	75	1391	1819	284	877	31	66			1								2		0	1																1						0		
LK-1306290	1244	71	1315	1720	268	829	29	62			1								2		0	1																1						0		
LK-1306295	537	30	568	742	116	358	12	27			0								0		0	0																0						0		
LK-1309	62037	3845	65906	88706	11841	44946	1033	2860			75								44		32	23																12						2		
LK-1309005	1154	72	1226	1650	220	836	19	53			1								1		1	1																0						0		
LK-1309010	1011	63	1074	1445	193	732	17	47			1								1		1	0																0						0		
LK-1309015	819	51	870	1171	156	593	14	38			1								0		0	0																0						0		
LK-1309020	769	48	817	1100	147	557	13	35			1								0		0	0																0						0		
LK-1309025	1579	98	1678	2258	302	1144	27	73			2								1		1	1																1						0		
LK-1309030	1387	86	1474	1984	265	1005	23	64			2								1		1	1																1						0		
LK-1309035	2179	136	2315	3116	416	1579	37	101			3								2		2	2																1						1		
LK-1309040	1604	100	1704	2294	306	1162	27	74			2								1		1	1																1						0		
LK-1309045	931	58	989	1332	178	675	16	43			1								1		0	0																0						0		
LK-1309050	1904	118	2023	2723	364	1380	32	88			3								2		1	1																1						1		
LK-1309055	1411	88	1499	2017	269	1022	24	65			2								1		1	1																1						0		
LK-1309060	1450	90	1541	2074	277	1051	24	67			2								1		1	1																1						0		
LK-1309065	1034	64	1098	1478	197	749	17	48			1								1		1	0																0						0		
LK-1309070	952	59	1011	1361	182	689	16	44			1								1		0	0																0						0		
LK-1309075	1647	102	1750	2355	315	1193	28	76			2								1		1	1																1						0		
LK-1309080	973	60	1034	1392	186	705	16	45			1								1		1	0																0						0		
LK-1309085	816	50	867	1167	156	591	14	38			1								0		0	0																0						0		
LK-1309090	1566	97	1664	2239	299	1135	26	72			2								1		1	1																1						0		
LK-1309095	912	56	969	1304	174	661	15	42			1								1		0	0																0						0		
LK-1309100	1276	79	1355	1824	244	924	21	59			2								1		1	1																0						0		
LK-1309105	1005	62	1067	1437	192	728	17	46			1								1		1	0																0						0		
LK-1309110	1169	73	1243	1672	223	847	20	54			2								1		1	1																0						0		
LK-1309115	288	18	306	412	55	209	4	13			0								0		0	0																0						0		
LK-1309120	949	59	1008	1357	181	687	16	44			1								1		0	0																0						0		
LK-1309125	852	53	905	1218	162	617	14	39			1								1		0	0																0						0		
LK-1309130	914	57	971	1307	174	662	15	42			1								1		0	0																0						0		
LK-1309135	1031	64	1095	1474	197	747	17	48			1								1		1	0																0						0		
LK-1309140	862	53	916	1232	164	624	14	40			1								1		0	0																0						0		
LK-1309145	534	33	567	763	102	387	9	24			0								0		0	0																0						0		
LK-1309150	926	57	984	1324	177	671	15	43			1								1		0	0																0						0		
LK-1309155	624	38	663	892	119	452	10	29			1								0		0	0																0						0		
LK-1309160	1082	67	1150	1548	207	784	18	50			1								1		1	1																0						0		
LK-1309165	1152	71	1224	1647	220	835	19	53			1								1		1	1																0						0		
LK-1309170	1173	73	1247	1678	224	850	20	54			2								1		1	1																0						0		
LK-1309175	809	50	859	1156	154	586	13	37			1								0		0	0																0						0		
LK-1309180	1180	73	1254	1688	225	855	20	55			2								1		1	1																0						0		
LK-1309185	395	24	419	565	75	286	6	18			0								0		0	0																0						0		
LK-1309190	1000	62	1063	1430	191	725	17	46			1								1		1	0																0						0		
LK-1309195	664	41	705	949	126	481	11	30			1								0		0	0																0						0		
LK-1309200	860	53	913	1229	164	623	14	40			1								1		0	0																0						0		
LK-1309205	524	32	557	749	100	380	9	24			0								0		0	0																0						0		
LK-1309210	963	60	1023	1377	184	698	16	44			1								1		1	0																0						0		
LK-1309215	805	50	856	1152	154	584	13	37			1								0		0	0																0						0		
LK-1309220	1565	97	1662	2237	299	1134	26	72			2								1		1	1																1						0		
LK-1309225	744	46	790	1063	142	539	12	34			1								0		0	0																0						0		
LK-1309230	1413	88	1501	2021	270	1024	24	65			2								1		1	1																1						0		
LK-1309235	457	28	486	654	87	331	7	21			0								0		0	0																0						0		
LK-1309240	540	33	574	772	103	391	9	25			0								0		0	0																0						0		
LK-1309245	958	59	1017	1369	183	694	16	44			1								1		1	0																0						0		
LK-1309250	1197	74	1272	1712	229	868	20	55			2								1		1	1																0						0		
LK-1309255	631	39	670	902	120	457	10	29			1								0		0	0																0						0		
LK-1309260	1176	73	1249	1682	224	852	20	54			2								1		1	1																0						0		
LK-1309265	618	38	656	883	118	447	10	28			1								0		0	0																0						0		
LK-1309270	870	54	924	1244	166	630	14	40			1								1		0	0																0						0		
LK-1309275	1589	99	1688	2272	303	1151	27	74			2								1		1	1																1						0		
LK-1309280	730	45	775	1044	139	529	12	34			1								0		0	0																0						0		
LK-1309285	706	44	750	1009	135	511	12	32			1								0		0	0																0						0		
LK-1309290	675	42	717	965	129	489	11	31			1								0		0	0																0						0		
LK-1309295	1045	65	1110	1495	199	757	17	48			1								1		1	0																0						0		
LK-1309300	1101	68	1170	1574	210	798	18	51			1								1		1	1																0						0		
LK-1309305	887	55	942	1268	169	643	15	41			1								1		0	0																0						0		
LK-1310	29492	1823	31333	42169	5624	21369	490	1358			36								20		13	9																5						1		
LK-1310005	746	46	793	1067	142	541	12	34			1								0		0	0																0						0		
LK-1310010	1191	74	1265	1703	227	863	20	55			2								1		1	1																0						0		
LK-1310015	919	57	976	1314	175	666	15	42			1								1		0	0																0						0		
LK-1310020	605	37	643	865	115	438	10	28			1								0		0	0																0						0		
LK-1310025	485	30	515	693	92	351	8	22			0								0		0	0																0						0		
LK-1310030	813	50	863	1162	155	589	13	37			1								0		0	0																0						0		
LK-1310035	458	28	487	655	87	332	7	21			0								0		0	0																0						0		
LK-1310040	614	38	652	878	117	445	10	28			1								0		0	0																0						0		
LK-1310045	680	42	723	972	130	493	11	31			1								0		0	0																0						0		
LK-1310050	252	15	268	360	48	182	4	11			0								0		0	0																0						0		
LK-1310055	718	44	763	1027	137	520	12	33			1								0		0	0																0						0		
LK-1310060	783	48	832	1120	149	567	13	36			1								0		0	0																0						0		
LK-1310065	1278	79	1358	1828	244	926	21	59			2								1		1	1																0						0		
LK-1310070	1818	113	1931	2599	347	1317	31	84			3								2		1	1																1						0		
LK-1310075	659	41	700	943	126	478	11	30			1								0		0	0																0						0		
LK-1310080	1003	62	1066	1434	191	727	17	46			1								1		1	0																0						0		
LK-1310085	763	47	811	1091	146	553	13	35			1								0		0	0																0						0		
LK-1310090	1455	90	1546	2080	278	1054	24	67			2								1		1	1																1						0		
LK-1310095	1879	117	1996	2687	359	1362	32	87			3								2		1	1																1						1		
LK-1310100	716	44	760	1023	136	518	12	33			1								0		0	0																0						0		
LK-1310105	1152	71	1224	1648	220	835	19	53			1								1		1	1																0						0		
LK-1310110	1119	69	1188	1599	213	810	19	52			1								1		1	1																0						0		
LK-1310115	664	41	705	949	126	481	11	30			1								0		0	0																0						0		
LK-1310120	988	61	1049	1412	188	716	16	46			1								1		1	0																0						0		
LK-1310125	1693	105	1799	2421	323	1227	29	78			2								2		1	1																1						0		
LK-1310130	1722	107	1830	2463	329	1248	29	80			2								2		1	1																1						0		
LK-1310135	1030	64	1095	1473	197	747	17	48			1								1		1	0																0						0		
LK-1310140	441	27	468	630	84	319	7	20			0								0		0	0																0						0		
LK-1310145	950	59	1010	1359	181	689	16	44			1								1		0	0																0						0		
LK-1310150	1040	64	1105	1487	198	753	17	48			1								1		1	0																0						0		
LK-1310155	858	53	912	1227	164	622	14	40			1								1		0	0																0						0		
LK-1312	35011	2901	37942	48950	8846	23122	866	1050			38								40		23	4																15						0		
LK-1312005	701	58	759	980	177	463	17	21			1								1		1	0																0						0		
LK-1312010	809	67	876	1131	204	534	20	24			1								1		1	0																1						0		
LK-1312015	534	44	578	746	135	352	13	16			1								1		0	0																0						0		
LK-1312020	357	29	387	500	90	236	9	11			0								0		0	0																0						0		
LK-1312025	374	31	406	523	94	247	9	11			0								0		0	0																0						0		
LK-1312030	351	29	380	491	89	232	8	10			0								0		0	0																0						0		
LK-1312035	1541	128	1670	2154	390	1018	39	47			2								3		2	1																1						0		
LK-1312040	575	48	623	804	145	380	14	17			1								1		0	0																0						0		
LK-1312045	409	34	443	572	103	270	10	12			0								0		0	0																0						0		
LK-1312050	323	27	350	451	81	213	8	9			0								0		0	0																0						0		
LK-1312055	602	50	652	842	152	398	15	18			1								1		0	0																0						0		
LK-1312060	1161	97	1258	1623	294	767	29	35			2								2		1	1																1						0		
LK-1312065	879	73	953	1229	222	581	22	27			1								1		1	0																1						0		
LK-1312070	602	50	652	842	152	398	15	18			1								1		0	0																0						0		
LK-1312075	477	39	517	667	121	315	12	14			0								0		0	0																0						0		
LK-1312080	714	59	774	998	180	471	18	22			1								1		1	0																0						0		
LK-1312085	862	72	935	1206	218	570	22	26			1								1		1	0																1						0		
LK-1312090	996	83	1079	1392	252	658	25	30			1								1		1	0																1						0		
LK-1312095	954	79	1033	1333	241	630	24	29			1								1		1	0																1						0		
LK-1312100	1172	97	1270	1638	296	774	29	36			2								2		1	1																1						0		
LK-1312105	600	50	651	840	152	397	15	18			1								1		0	0																0						0		
LK-1312110	1164	97	1261	1627	294	769	29	35			2								2		1	1																1						0		
LK-1312115	484	40	524	677	122	319	12	14			0								0		0	0																0						0		
LK-1312120	726	60	787	1015	183	479	18	22			1								1		1	0																0						0		
LK-1312125	865	72	938	1210	219	571	22	26			1								1		1	0																1						0		
LK-1312130	609	50	660	851	154	402	15	18			1								1		0	0																0						0		
LK-1312135	570	47	617	796	144	376	14	17			1								1		0	0																0						0		
LK-1312140	651	54	706	911	165	430	16	20			1								1		0	0																0						0		
LK-1312145	774	64	838	1081	196	511	19	23			1								1		1	0																1						0		
LK-1312150	694	58	752	971	175	459	17	21			1								1		1	0																0						0		
