entity_id	valid	rejected	polled	electors	I-AMI	UPF	DNM	SLNF	USP	AACAAKO	SEP	FSP	SLLP	NDF	ULPP	I-AP	JSP	NSH	PNF	UPFA	ONF	NSSP	ULGC
LK-2230085	581	8	590	765	0	1	0	0	0	0	0	0	1	306	1	0	0	0	1	264	1	0	0
LK-2230090	1045	15	1061	1376	1	1	0	0	1	0	0	1	1	550	1	0	0	1	2	475	2	0	0
LK-2230095	506	7	514	667	0	0	0	0	0	0	0	0	0	267	0	0	0	0	1	230	0	0	0
LK-2230100	758	11	769	999	0	1	0	0	1	0	0	0	1	399	1	0	0	0	1	345	1	0	0
LK-2230105	495	7	503	653	0	0	0	0	0	0	0	0	0	261	0	0	0	0	0	225	0	0	0
LK-2230110	565	8	574	745	0	1	0	0	0	0	0	0	0	298	1	0	0	0	1	257	1	0	0
LK-2230115	1587	24	1611	2091	1	3	0	0	2	0	0	1	2	836	3	1	0	1	3	722	3	0	0
LK-2230120	688	10	698	906	0	1	0	0	0	0	0	0	1	362	1	0	0	0	1	313	1	0	0
LK-2230125	486	7	494	641	0	0	0	0	0	0	0	0	0	256	0	0	0	0	0	221	0	0	0
LK-2230130	348	5	353	459	0	0	0	0	0	0	0	0	0	183	0	0	0	0	0	158	0	0	0
LK-2230135	326	4	331	430	0	0	0	0	0	0	0	0	0	172	0	0	0	0	0	148	0	0	0
LK-2230140	483	7	491	637	0	0	0	0	0	0	0	0	0	254	0	0	0	0	0	220	0	0	0
LK-2230145	735	11	747	969	0	1	0	0	1	0	0	0	1	387	1	0	0	0	1	335	1	0	0
LK-2230150	439	6	446	579	0	0	0	0	0	0	0	0	0	231	0	0	0	0	0	200	0	0	0
LK-2230155	377	5	382	496	0	0	0	0	0	0	0	0	0	198	0	0	0	0	0	171	0	0	0
LK-2230160	622	9	632	820	0	1	0	0	0	0	0	0	1	328	1	0	0	0	1	283	1	0	0
LK-2230165	367	5	372	484	0	0	0	0	0	0	0	0	0	193	0	0	0	0	0	167	0	0	0
LK-2230170	409	6	416	539	0	0	0	0	0	0	0	0	0	215	0	0	0	0	0	186	0	0	0
LK-2230175	315	4	320	415	0	0	0	0	0	0	0	0	0	166	0	0	0	0	0	143	0	0	0
LK-2230180	306	4	311	404	0	0	0	0	0	0	0	0	0	161	0	0	0	0	0	139	0	0	0
LK-2230185	447	6	454	589	0	0	0	0	0	0	0	0	0	235	0	0	0	0	0	203	0	0	0
LK-2230190	426	6	433	562	0	0	0	0	0	0	0	0	0	224	0	0	0	0	0	194	0	0	0
LK-2230195	571	8	579	752	0	1	0	0	0	0	0	0	1	300	1	0	0	0	1	259	1	0	0
LK-2230200	1002	15	1017	1320	1	1	0	0	1	0	0	1	1	528	1	0	0	1	1	456	1	0	0
LK-2230205	648	9	658	854	0	1	0	0	0	0	0	0	1	341	1	0	0	0	1	295	1	0	0
LK-2230210	542	8	550	714	0	1	0	0	0	0	0	0	0	285	1	0	0	0	1	246	1	0	0
LK-2230215	320	4	325	422	0	0	0	0	0	0	0	0	0	169	0	0	0	0	0	145	0	0	0
LK-2230220	523	7	531	690	0	0	0	0	0	0	0	0	0	276	0	0	0	0	1	238	1	0	0
LK-2230225	919	14	933	1210	1	1	0	0	1	0	0	0	1	484	1	0	0	0	1	418	1	0	0
LK-2230230	551	8	559	726	0	1	0	0	0	0	0	0	0	290	1	0	0	0	1	250	1	0	0
LK-2230235	638	9	648	841	0	1	0	0	0	0	0	0	1	336	1	0	0	0	1	290	1	0	0
LK-2230240	776	11	788	1023	0	1	0	0	1	0	0	0	1	409	1	0	0	0	1	353	1	0	0
LK-2230245	747	11	758	984	0	1	0	0	1	0	0	0	1	393	1	0	0	0	1	340	1	0	0
LK-2230250	263	4	267	346	0	0	0	0	0	0	0	0	0	138	0	0	0	0	0	119	0	0	0
LK-2230255	297	4	302	392	0	0	0	0	0	0	0	0	0	156	0	0	0	0	0	135	0	0	0
LK-2230260	589	8	598	777	0	1	0	0	0	0	0	0	1	310	1	0	0	0	1	268	1	0	0
LK-2230265	408	6	414	538	0	0	0	0	0	0	0	0	0	215	0	0	0	0	0	185	0	0	0
LK-2230270	846	12	859	1114	1	1	0	0	1	0	0	0	1	446	1	0	0	0	1	385	1	0	0
LK-2233	41160	588	41783	54255	17	39	0	0	20	0	0	9	33	21737	39	0	0	8	42	18666	39	0	0
LK-2233005	297	4	302	392	0	0	0	0	0	0	0	0	0	156	0	0	0	0	0	135	0	0	0
LK-2233010	110	1	112	146	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	50	0	0	0
LK-2233015	369	5	375	487	0	0	0	0	0	0	0	0	0	194	0	0	0	0	0	168	0	0	0
LK-2233020	269	4	273	355	0	0	0	0	0	0	0	0	0	142	0	0	0	0	0	122	0	0	0
LK-2233025	127	1	129	167	0	0	0	0	0	0	0	0	0	67	0	0	0	0	0	57	0	0	0
LK-2233030	234	3	238	309	0	0	0	0	0	0	0	0	0	123	0	0	0	0	0	106	0	0	0
LK-2233035	219	3	222	289	0	0	0	0	0	0	0	0	0	115	0	0	0	0	0	99	0	0	0
LK-2233040	290	4	294	382	0	0	0	0	0	0	0	0	0	153	0	0	0	0	0	132	0	0	0
LK-2233045	219	3	222	289	0	0	0	0	0	0	0	0	0	115	0	0	0	0	0	99	0	0	0
LK-2233050	257	3	260	338	0	0	0	0	0	0	0	0	0	135	0	0	0	0	0	117	0	0	0
LK-2233055	305	4	310	402	0	0	0	0	0	0	0	0	0	161	0	0	0	0	0	139	0	0	0
LK-2233060	433	6	440	571	0	0	0	0	0	0	0	0	0	228	0	0	0	0	0	197	0	0	0
LK-2233065	203	3	206	268	0	0	0	0	0	0	0	0	0	107	0	0	0	0	0	92	0	0	0
LK-2233070	383	5	388	504	0	0	0	0	0	0	0	0	0	201	0	0	0	0	0	174	0	0	0
LK-2233075	277	4	281	365	0	0	0	0	0	0	0	0	0	146	0	0	0	0	0	126	0	0	0
LK-2233080	266	4	270	351	0	0	0	0	0	0	0	0	0	140	0	0	0	0	0	121	0	0	0
LK-2233085	417	6	423	549	0	0	0	0	0	0	0	0	0	219	0	0	0	0	0	189	0	0	0
LK-2233090	328	5	333	432	0	0	0	0	0	0	0	0	0	173	0	0	0	0	0	149	0	0	0
LK-2233095	511	7	519	674	0	0	0	0	0	0	0	0	0	269	0	0	0	0	1	232	0	0	0
LK-2233100	554	6	561	734	0	0	0	0	0	0	0	0	0	314	0	0	0	0	1	232	0	0	0
LK-2233105	964	11	976	1276	1	1	0	0	1	0	0	0	1	546	1	0	0	0	1	404	0	0	0
LK-2233110	1162	17	1179	1531	1	2	0	0	1	0	0	1	2	612	2	0	0	1	2	529	2	0	0
LK-2233115	932	14	946	1228	1	1	0	0	1	0	0	0	1	491	1	0	0	0	1	424	1	0	0
LK-2233120	289	4	294	381	0	0	0	0	0	0	0	0	0	152	0	0	0	0	0	131	0	0	0
LK-2233125	358	5	364	472	0	0	0	0	0	0	0	0	0	189	0	0	0	0	0	163	0	0	0
LK-2233130	306	4	310	403	0	0	0	0	0	0	0	0	0	161	0	0	0	0	0	139	0	0	0
LK-2233135	556	8	564	733	0	1	0	0	0	0	0	0	0	293	1	0	0	0	1	253	1	0	0
LK-2233140	984	15	999	1297	1	1	0	0	1	0	0	1	1	518	1	0	0	0	1	448	1	0	0
LK-2233145	895	13	909	1180	1	1	0	0	1	0	0	0	1	472	1	0	0	0	1	407	1	0	0
LK-2233150	1357	20	1378	1789	1	2	0	0	1	0	0	1	2	715	2	0	0	1	2	618	2	0	0
LK-2233155	541	8	550	714	0	1	0	0	0	0	0	0	0	285	1	0	0	0	1	246	1	0	0
LK-2233160	691	10	702	911	0	1	0	0	0	0	0	0	1	364	1	0	0	0	1	314	1	0	0
LK-2233165	594	9	603	782	0	1	0	0	0	0	0	0	1	313	1	0	0	0	1	270	1	0	0
LK-2233170	851	12	864	1122	1	1	0	0	1	0	0	0	1	448	1	0	0	0	1	387	1	0	0
LK-2233175	891	13	904	1174	1	1	0	0	1	0	0	0	1	469	1	0	0	0	1	405	1	0	0
LK-2233180	1283	19	1303	1691	1	2	0	0	1	0	0	1	2	676	2	0	0	1	2	584	2	0	0
LK-2233185	1107	16	1124	1459	1	2	0	0	1	0	0	1	1	583	2	0	0	1	2	504	2	0	0
LK-2233190	892	13	905	1175	1	1	0	0	1	0	0	0	1	470	1	0	0	0	1	406	1	0	0
LK-2233195	659	10	669	868	0	1	0	0	0	0	0	0	1	347	1	0	0	0	1	300	1	0	0
LK-2233200	1315	20	1335	1733	1	2	0	0	1	0	0	1	2	693	2	0	0	1	2	598	2	0	0
LK-2233205	535	8	544	706	0	1	0	0	0	0	0	0	0	282	1	0	0	0	1	243	1	0	0
LK-2233210	645	9	654	849	0	1	0	0	0	0	0	0	1	339	1	0	0	0	1	293	1	0	0
LK-2233215	385	5	391	507	0	0	0	0	0	0	0	0	0	203	0	0	0	0	0	175	0	0	0
LK-2233220	533	8	541	702	0	1	0	0	0	0	0	0	0	281	1	0	0	0	1	242	1	0	0
LK-2233225	1310	19	1330	1726	1	2	0	0	1	0	0	1	2	690	2	0	0	1	2	596	2	0	0
LK-2233230	1314	20	1334	1731	1	2	0	0	1	0	0	1	2	692	2	0	0	1	2	598	2	0	0
LK-2233235	453	6	460	597	0	0	0	0	0	0	0	0	0	238	0	0	0	0	0	206	0	0	0
LK-2233240	498	7	505	656	0	0	0	0	0	0	0	0	0	262	0	0	0	0	0	226	0	0	0
LK-2233245	406	6	412	535	0	0	0	0	0	0	0	0	0	214	0	0	0	0	0	185	0	0	0
LK-2233250	876	13	889	1154	1	1	0	0	1	0	0	0	1	461	1	0	0	0	1	399	1	0	0
LK-2233255	594	9	603	783	0	1	0	0	0	0	0	0	1	313	1	0	0	0	1	270	1	0	0
LK-2233260	309	4	314	408	0	0	0	0	0	0	0	0	0	163	0	0	0	0	0	141	0	0	0
LK-2233265	241	3	245	318	0	0	0	0	0	0	0	0	0	127	0	0	0	0	0	110	0	0	0
LK-2233270	402	6	408	530	0	0	0	0	0	0	0	0	0	212	0	0	0	0	0	183	0	0	0
LK-2233275	360	5	366	475	0	0	0	0	0	0	0	0	0	190	0	0	0	0	0	164	0	0	0
LK-2233280	266	4	270	350	0	0	0	0	0	0	0	0	0	140	0	0	0	0	0	121	0	0	0
LK-2233285	901	13	915	1187	1	1	0	0	1	0	0	0	1	475	1	0	0	0	1	410	1	0	0
LK-2233290	665	10	675	876	0	1	0	0	0	0	0	0	1	350	1	0	0	0	1	303	1	0	0
LK-2233295	1487	22	1510	1960	1	2	0	0	2	0	0	1	2	784	2	0	0	1	2	677	2	0	0
LK-2233300	387	5	393	511	0	0	0	0	0	0	0	0	0	204	0	0	0	0	0	176	0	0	0
LK-2233305	387	5	393	511	0	0	0	0	0	0	0	0	0	204	0	0	0	0	0	176	0	0	0
LK-2233310	523	7	531	690	0	0	0	0	0	0	0	0	0	276	0	0	0	0	1	238	1	0	0
LK-2233315	289	4	293	380	0	0	0	0	0	0	0	0	0	152	0	0	0	0	0	131	0	0	0
LK-2233320	554	8	563	730	0	1	0	0	0	0	0	0	0	292	1	0	0	0	1	252	1	0	0
LK-2233325	729	11	741	961	0	1	0	0	1	0	0	0	1	384	1	0	0	0	1	332	1	0	0
LK-2233330	660	10	670	869	0	1	0	0	0	0	0	0	1	347	1	0	0	0	1	300	1	0	0
LK-2233335	413	6	419	544	0	0	0	0	0	0	0	0	0	217	0	0	0	0	0	188	0	0	0
LK-2233340	369	5	374	486	0	0	0	0	0	0	0	0	0	194	0	0	0	0	0	168	0	0	0
LK-2233345	337	5	342	444	0	0	0	0	0	0	0	0	0	177	0	0	0	0	0	153	0	0	0
LK-2233350	801	12	813	1055	0	1	0	0	1	0	0	0	1	422	1	0	0	0	1	364	1	0	0
LK-2233355	252	3	256	332	0	0	0	0	0	0	0	0	0	132	0	0	0	0	0	114	0	0	0
LK-2233360	301	4	305	396	0	0	0	0	0	0	0	0	0	158	0	0	0	0	0	137	0	0	0
LK-2233365	283	4	288	373	0	0	0	0	0	0	0	0	0	149	0	0	0	0	0	129	0	0	0
LK-23	413727	6827	420811	533914	228	786	47	9	479	127	137	244	923	265662	810	191	80	240	621	139035	581	96	3
LK-2303	61052	969	62071	78020	20	45	0	0	38	1	1	10	80	36293	67	8	0	9	48	23773	43	0	0
LK-2303005	280	4	284	358	0	0	0	0	0	0	0	0	0	166	0	0	0	0	0	109	0	0	0
LK-2303010	397	6	404	508	0	0	0	0	0	0	0	0	0	236	0	0	0	0	0	155	0	0	0
LK-2303015	943	15	959	1205	0	1	0	0	1	0	0	0	2	561	1	0	0	0	1	367	1	0	0
LK-2303020	440	7	448	563	0	0	0	0	0	0	0	0	0	262	0	0	0	0	0	171	0	0	0
LK-2303025	609	10	620	779	0	0	0	0	0	0	0	0	1	362	1	0	0	0	0	237	0	0	0
LK-2303030	573	9	582	732	0	0	0	0	0	0	0	0	1	340	1	0	0	0	0	223	0	0	0
LK-2303035	318	5	324	407	0	0	0	0	0	0	0	0	0	189	0	0	0	0	0	124	0	0	0
LK-2303040	599	9	609	765	0	0	0	0	0	0	0	0	1	356	1	0	0	0	0	233	0	0	0
LK-2303045	820	13	834	1048	0	1	0	0	1	0	0	0	1	488	1	0	0	0	1	319	1	0	0
LK-2303050	1042	17	1060	1332	1	1	0	0	1	0	0	0	2	620	1	0	0	0	1	406	1	0	0
LK-2303055	2024	33	2058	2587	2	3	0	0	2	0	0	1	4	1204	3	1	0	1	3	789	3	0	0
LK-2303060	1009	16	1026	1290	1	1	0	0	1	0	0	0	2	600	1	0	0	0	1	393	1	0	0
LK-2303065	1779	29	1809	2273	1	2	0	0	2	0	0	1	3	1058	3	1	0	1	2	693	2	0	0
LK-2303070	1224	20	1244	1563	1	1	0	0	1	0	0	0	2	728	2	0	0	0	1	477	1	0	0
LK-2303075	917	15	932	1172	0	1	0	0	1	0	0	0	1	545	1	0	0	0	1	357	1	0	0
LK-2303080	616	10	626	787	0	0	0	0	0	0	0	0	1	366	1	0	0	0	0	240	0	0	0
LK-2303085	623	10	634	797	0	0	0	0	0	0	0	0	1	371	1	0	0	0	0	243	0	0	0
LK-2303090	514	8	523	657	0	0	0	0	0	0	0	0	1	306	0	0	0	0	0	200	0	0	0
LK-2303095	669	11	680	854	0	1	0	0	0	0	0	0	1	397	1	0	0	0	1	260	1	0	0
LK-2303100	673	11	684	860	0	1	0	0	0	0	0	0	1	400	1	0	0	0	1	262	1	0	0
LK-2303105	260	4	265	333	0	0	0	0	0	0	0	0	0	155	0	0	0	0	0	101	0	0	0
LK-2303110	480	7	488	613	0	0	0	0	0	0	0	0	1	285	0	0	0	0	0	187	0	0	0
LK-2303115	174	2	177	222	0	0	0	0	0	0	0	0	0	103	0	0	0	0	0	68	0	0	0
LK-2303120	200	3	203	256	0	0	0	0	0	0	0	0	0	119	0	0	0	0	0	78	0	0	0
LK-2303125	338	5	343	432	0	0	0	0	0	0	0	0	0	201	0	0	0	0	0	131	0	0	0
LK-2303130	574	9	583	733	0	0	0	0	0	0	0	0	1	341	1	0	0	0	0	223	0	0	0
LK-2303135	1080	17	1098	1380	1	1	0	0	1	0	0	0	2	642	2	0	0	0	1	421	1	0	0
LK-2303140	1086	18	1105	1388	1	1	0	0	1	0	0	0	2	646	2	0	0	0	1	423	1	0	0
LK-2303145	663	11	674	847	0	1	0	0	0	0	0	0	1	394	1	0	0	0	1	258	0	0	0
LK-2303150	1035	17	1052	1322	1	1	0	0	1	0	0	0	2	615	1	0	0	0	1	403	1	0	0
LK-2303155	908	15	923	1160	0	1	0	0	1	0	0	0	1	540	1	0	0	0	1	354	1	0	0
LK-2303160	216	3	220	276	0	0	0	0	0	0	0	0	0	128	0	0	0	0	0	84	0	0	0
LK-2303165	725	12	737	927	0	1	0	0	1	0	0	0	1	431	1	0	0	0	1	282	1	0	0
LK-2303170	458	7	465	585	0	0	0	0	0	0	0	0	0	272	0	0	0	0	0	178	0	0	0
LK-2303175	363	6	369	464	0	0	0	0	0	0	0	0	0	216	0	0	0	0	0	141	0	0	0
LK-2303180	594	9	604	759	0	0	0	0	0	0	0	0	1	353	1	0	0	0	0	231	0	0	0
LK-2303185	541	9	550	692	0	0	0	0	0	0	0	0	1	322	1	0	0	0	0	211	0	0	0
LK-2303190	176	2	179	225	0	0	0	0	0	0	0	0	0	104	0	0	0	0	0	68	0	0	0
LK-2303195	189	3	192	241	0	0	0	0	0	0	0	0	0	112	0	0	0	0	0	73	0	0	0
LK-2303200	35	0	35	44	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	13	0	0	0
LK-2303205	246	4	250	314	0	0	0	0	0	0	0	0	0	146	0	0	0	0	0	96	0	0	0
LK-2303210	217	3	221	277	0	0	0	0	0	0	0	0	0	129	0	0	0	0	0	84	0	0	0
LK-2303215	375	6	381	479	0	0	0	0	0	0	0	0	0	223	0	0	0	0	0	146	0	0	0
LK-2303220	291	4	296	372	0	0	0	0	0	0	0	0	0	173	0	0	0	0	0	113	0	0	0
LK-2303225	269	4	274	344	0	0	0	0	0	0	0	0	0	160	0	0	0	0	0	105	0	0	0
LK-2303230	656	10	667	838	0	0	0	0	0	0	0	0	1	390	1	0	0	0	1	255	0	0	0
LK-2303235	410	6	417	524	0	0	0	0	0	0	0	0	0	244	0	0	0	0	0	160	0	0	0
LK-2303240	402	6	408	513	0	0	0	0	0	0	0	0	0	239	0	0	0	0	0	156	0	0	0
LK-2303245	1429	23	1453	1827	1	2	0	0	2	0	0	1	3	850	2	0	0	0	2	557	2	0	0
LK-2303250	1516	25	1542	1938	1	2	0	0	2	0	0	1	3	902	2	0	0	1	2	591	2	0	0
LK-2303255	650	10	661	830	0	0	0	0	0	0	0	0	1	386	1	0	0	0	1	253	0	0	0
LK-2303260	221	3	224	282	0	0	0	0	0	0	0	0	0	131	0	0	0	0	0	86	0	0	0
LK-2303265	416	6	423	532	0	0	0	0	0	0	0	0	0	247	0	0	0	0	0	162	0	0	0
LK-2303270	249	4	253	318	0	0	0	0	0	0	0	0	0	148	0	0	0	0	0	97	0	0	0
LK-2303275	252	4	256	322	0	0	0	0	0	0	0	0	0	150	0	0	0	0	0	98	0	0	0
LK-2303280	333	5	339	426	0	0	0	0	0	0	0	0	0	198	0	0	0	0	0	130	0	0	0
LK-2303285	368	6	374	470	0	0	0	0	0	0	0	0	0	219	0	0	0	0	0	143	0	0	0
LK-2303290	338	5	344	432	0	0	0	0	0	0	0	0	0	201	0	0	0	0	0	132	0	0	0
LK-2303295	680	11	691	869	0	1	0	0	0	0	0	0	1	404	1	0	0	0	1	265	1	0	0
LK-2303300	367	6	373	469	0	0	0	0	0	0	0	0	0	218	0	0	0	0	0	143	0	0	0
LK-2303305	814	13	827	1040	0	1	0	0	1	0	0	0	1	484	1	0	0	0	1	317	1	0	0
LK-2303310	1766	29	1795	2256	1	2	0	0	2	0	0	1	3	1050	3	1	0	1	2	688	2	0	0
LK-2303315	186	3	189	238	0	0	0	0	0	0	0	0	0	110	0	0	0	0	0	72	0	0	0
LK-2303320	306	5	311	391	0	0	0	0	0	0	0	0	0	182	0	0	0	0	0	119	0	0	0
LK-2303325	327	5	332	418	0	0	0	0	0	0	0	0	0	194	0	0	0	0	0	127	0	0	0
LK-2303330	174	2	177	222	0	0	0	0	0	0	0	0	0	103	0	0	0	0	0	68	0	0	0
LK-2303335	398	6	405	509	0	0	0	0	0	0	0	0	0	237	0	0	0	0	0	155	0	0	0
LK-2303340	299	4	304	382	0	0	0	0	0	0	0	0	0	178	0	0	0	0	0	116	0	0	0
LK-2303345	393	6	399	502	0	0	0	0	0	0	0	0	0	233	0	0	0	0	0	153	0	0	0
LK-2303350	449	7	457	574	0	0	0	0	0	0	0	0	0	267	0	0	0	0	0	175	0	0	0
LK-2303355	329	5	335	421	0	0	0	0	0	0	0	0	0	196	0	0	0	0	0	128	0	0	0
LK-2303360	359	5	365	459	0	0	0	0	0	0	0	0	0	214	0	0	0	0	0	140	0	0	0
LK-2303365	173	2	176	222	0	0	0	0	0	0	0	0	0	103	0	0	0	0	0	67	0	0	0
LK-2303370	858	14	873	1097	0	1	0	0	1	0	0	0	1	510	1	0	0	0	1	334	1	0	0
LK-2303375	1868	31	1899	2387	1	2	0	0	2	0	0	1	4	1111	3	1	0	1	2	728	2	0	0
LK-2303380	581	9	591	743	0	0	0	0	0	0	0	0	1	345	1	0	0	0	0	226	0	0	0
LK-2303385	359	5	365	459	0	0	0	0	0	0	0	0	0	213	0	0	0	0	0	140	0	0	0
LK-2303390	420	7	427	537	0	0	0	0	0	0	0	0	0	249	0	0	0	0	0	163	0	0	0
LK-2303395	2353	39	2392	3006	2	3	0	0	3	1	1	1	5	1399	4	1	0	1	3	917	3	0	0
LK-2303400	1709	28	1738	2184	1	2	0	0	2	0	0	1	3	1016	3	1	0	1	2	666	2	0	0
LK-2303405	675	11	686	863	0	1	0	0	0	0	0	0	1	401	1	0	0	0	1	263	1	0	0
LK-2303410	1902	31	1934	2431	1	2	0	0	2	0	0	1	4	1131	3	1	0	1	3	741	2	0	0
LK-2303415	278	4	283	355	0	0	0	0	0	0	0	0	0	165	0	0	0	0	0	108	0	0	0
LK-2303420	1319	21	1341	1685	1	2	0	0	1	0	0	0	2	784	2	0	0	0	2	514	1	0	0
LK-2303425	280	4	284	358	0	0	0	0	0	0	0	0	0	166	0	0	0	0	0	109	0	0	0
LK-2303430	260	4	264	332	0	0	0	0	0	0	0	0	0	154	0	0	0	0	0	101	0	0	0
LK-2303435	398	6	405	509	0	0	0	0	0	0	0	0	0	237	0	0	0	0	0	155	0	0	0
LK-2303440	545	9	554	697	0	0	0	0	0	0	0	0	1	324	1	0	0	0	0	212	0	0	0
LK-2303445	312	5	317	398	0	0	0	0	0	0	0	0	0	185	0	0	0	0	0	121	0	0	0
LK-2303450	282	4	287	361	0	0	0	0	0	0	0	0	0	168	0	0	0	0	0	110	0	0	0
LK-2303455	742	12	754	948	0	1	0	0	1	0	0	0	1	441	1	0	0	0	1	289	1	0	0
LK-2303460	1013	16	1030	1294	1	1	0	0	1	0	0	0	2	602	1	0	0	0	1	395	1	0	0
LK-2303465	149	2	151	190	0	0	0	0	0	0	0	0	0	88	0	0	0	0	0	58	0	0	0
LK-2303470	353	5	359	451	0	0	0	0	0	0	0	0	0	210	0	0	0	0	0	137	0	0	0
LK-2303475	852	14	866	1089	0	1	0	0	1	0	0	0	1	507	1	0	0	0	1	332	1	0	0
LK-2303480	1722	28	1750	2200	1	2	0	0	2	0	0	1	3	1024	3	1	0	1	2	671	2	0	0
LK-2306	53890	996	54954	70994	13	23	0	0	15	0	0	3	23	25578	14	0	0	5	50	27325	38	2	0
LK-2306005	275	5	280	362	0	0	0	0	0	0	0	0	0	130	0	0	0	0	0	139	0	0	0
LK-2306010	347	6	354	457	0	0	0	0	0	0	0	0	0	165	0	0	0	0	0	176	0	0	0
LK-2306015	504	9	514	664	0	0	0	0	0	0	0	0	0	239	0	0	0	0	1	256	1	0	0
LK-2306020	603	11	615	795	0	1	0	0	0	0	0	0	1	287	0	0	0	0	1	306	1	0	0
LK-2306025	755	14	770	995	1	1	0	0	1	0	0	0	1	359	1	0	0	0	1	383	1	0	0
LK-2306030	381	7	389	502	0	0	0	0	0	0	0	0	0	181	0	0	0	0	0	193	0	0	0
LK-2306035	409	8	417	539	0	0	0	0	0	0	0	0	0	194	0	0	0	0	0	207	0	0	0
LK-2306040	103	2	105	136	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	52	0	0	0
LK-2306045	212	4	216	279	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	107	0	0	0
LK-2306050	104	2	106	138	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	53	0	0	0
LK-2306055	493	9	502	649	0	0	0	0	0	0	0	0	0	234	0	0	0	0	1	250	1	0	0
LK-2306060	486	9	496	641	0	0	0	0	0	0	0	0	0	231	0	0	0	0	1	247	1	0	0
LK-2306065	429	8	437	565	0	0	0	0	0	0	0	0	0	203	0	0	0	0	0	217	0	0	0
LK-2306070	594	11	606	783	0	1	0	0	0	0	0	0	1	282	0	0	0	0	1	301	1	0	0
LK-2306075	242	4	247	319	0	0	0	0	0	0	0	0	0	115	0	0	0	0	0	123	0	0	0
LK-2306080	336	6	343	443	0	0	0	0	0	0	0	0	0	159	0	0	0	0	0	170	0	0	0
LK-2306085	307	6	313	404	0	0	0	0	0	0	0	0	0	145	0	0	0	0	0	155	0	0	0
LK-2306090	487	9	497	642	0	0	0	0	0	0	0	0	0	231	0	0	0	0	1	247	1	0	0
LK-2306095	239	4	244	315	0	0	0	0	0	0	0	0	0	113	0	0	0	0	0	121	0	0	0
LK-2306100	438	8	446	577	0	0	0	0	0	0	0	0	0	208	0	0	0	0	0	222	0	0	0
LK-2306105	193	3	197	254	0	0	0	0	0	0	0	0	0	91	0	0	0	0	0	98	0	0	0
LK-2306110	272	5	277	358	0	0	0	0	0	0	0	0	0	129	0	0	0	0	0	138	0	0	0
LK-2306115	299	5	305	394	0	0	0	0	0	0	0	0	0	142	0	0	0	0	0	151	0	0	0
LK-2306120	298	5	303	392	0	0	0	0	0	0	0	0	0	141	0	0	0	0	0	151	0	0	0
LK-2306125	358	7	366	472	0	0	0	0	0	0	0	0	0	170	0	0	0	0	0	182	0	0	0
LK-2306130	516	10	527	680	0	0	0	0	0	0	0	0	0	245	0	0	0	0	1	262	1	0	0
LK-2306135	260	5	265	342	0	0	0	0	0	0	0	0	0	123	0	0	0	0	0	132	0	0	0
LK-2306140	539	10	550	710	0	0	0	0	0	0	0	0	0	256	0	0	0	0	1	273	1	0	0
LK-2306145	324	6	330	426	0	0	0	0	0	0	0	0	0	154	0	0	0	0	0	164	0	0	0
LK-2306150	471	9	481	621	0	0	0	0	0	0	0	0	0	224	0	0	0	0	1	239	0	0	0
LK-2306155	449	8	458	592	0	0	0	0	0	0	0	0	0	213	0	0	0	0	1	228	0	0	0
LK-2306160	431	8	440	568	0	0	0	0	0	0	0	0	0	205	0	0	0	0	0	219	0	0	0
LK-2306165	605	11	617	797	0	1	0	0	0	0	0	0	1	287	0	0	0	0	1	307	1	0	0
LK-2306170	465	9	474	613	0	0	0	0	0	0	0	0	0	221	0	0	0	0	1	236	0	0	0
LK-2306175	419	8	428	552	0	0	0	0	0	0	0	0	0	199	0	0	0	0	0	213	0	0	0
LK-2306180	379	7	387	500	0	0	0	0	0	0	0	0	0	180	0	0	0	0	0	192	0	0	0
LK-2306185	423	8	431	557	0	0	0	0	0	0	0	0	0	201	0	0	0	0	0	215	0	0	0
LK-2306190	391	7	399	515	0	0	0	0	0	0	0	0	0	185	0	0	0	0	0	198	0	0	0
LK-2306195	427	8	435	562	0	0	0	0	0	0	0	0	0	203	0	0	0	0	0	216	0	0	0
LK-2306200	448	8	457	590	0	0	0	0	0	0	0	0	0	213	0	0	0	0	1	227	0	0	0
LK-2306205	401	7	408	528	0	0	0	0	0	0	0	0	0	190	0	0	0	0	0	203	0	0	0
LK-2306210	312	6	318	410	0	0	0	0	0	0	0	0	0	148	0	0	0	0	0	158	0	0	0
LK-2306215	264	5	269	348	0	0	0	0	0	0	0	0	0	125	0	0	0	0	0	134	0	0	0
LK-2306220	471	9	480	620	0	0	0	0	0	0	0	0	0	223	0	0	0	0	1	239	0	0	0
LK-2306225	878	17	895	1156	1	1	0	0	1	0	0	0	1	417	1	0	0	0	1	445	1	0	0
LK-2306230	291	5	297	383	0	0	0	0	0	0	0	0	0	138	0	0	0	0	0	147	0	0	0
LK-2306235	433	8	441	570	0	0	0	0	0	0	0	0	0	205	0	0	0	0	0	219	0	0	0
LK-2306240	351	6	357	462	0	0	0	0	0	0	0	0	0	166	0	0	0	0	0	178	0	0	0
