entity_id	valid	rejected	polled	electors	UPFA	NDF	SLLP	DUNF	UDF	JSP	Ind 1	LF	ONF	NSH	Ind 3	Ind 5	USP	Ind 2	SEP	JP	NA	Ind 4	UNAF	RPP	PNF	ACAKO
LK-1230605	838	4	843	1073	584	243	0	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230610	854	5	859	1094	596	248	0	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230615	608	3	611	779	424	176	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230620	1278	7	1286	1637	892	371	0	1	1	3	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
LK-1230625	542	3	546	695	378	157	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230630	650	3	654	833	454	188	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230635	436	2	439	559	304	126	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230640	485	2	488	621	338	140	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230645	522	3	525	668	364	151	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230650	719	4	723	921	501	208	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230655	774	4	779	992	540	224	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230660	599	3	602	767	418	174	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230665	860	5	865	1102	600	249	0	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233	104862	584	105490	134536	69039	34758	28	87	52	169	80	2	1	0	6	0	1	4	0	0	0	0	0	0	0	0
LK-1233005	875	5	881	1123	576	290	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233010	721	4	726	926	475	239	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233015	929	5	935	1192	612	308	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233020	763	4	768	979	503	253	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233025	739	4	744	948	487	245	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233030	818	4	823	1049	538	271	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233035	346	2	348	444	228	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233040	588	3	591	754	387	195	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233045	841	5	846	1079	553	279	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233050	431	2	433	553	283	143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233055	790	4	794	1013	520	262	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233060	684	4	688	878	450	227	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233065	412	2	414	529	271	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233070	572	3	575	733	376	189	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233075	736	4	741	944	485	244	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233080	510	3	513	654	336	169	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233085	201	1	202	258	132	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233090	983	5	989	1261	647	326	0	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233095	902	5	907	1157	594	299	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233100	473	2	475	606	311	156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233105	426	2	428	546	280	141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233110	280	1	281	359	184	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233115	245	1	247	315	161	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233120	541	3	544	694	356	179	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233125	621	3	625	797	409	206	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233130	495	2	498	636	326	164	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233135	908	5	913	1165	598	301	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233140	1554	9	1563	1993	1023	515	1	2	1	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233145	595	3	599	764	392	197	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233150	609	3	613	782	401	202	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233155	1117	6	1124	1434	736	370	0	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233160	738	4	742	946	486	244	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233165	722	4	726	926	475	239	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233170	677	4	681	868	445	224	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233175	770	4	775	988	507	255	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233180	1002	6	1008	1286	660	332	0	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233185	905	5	911	1161	596	300	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233190	665	3	669	854	438	220	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233195	1403	8	1411	1799	923	465	1	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233200	1386	8	1394	1778	913	460	1	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233205	1010	6	1016	1296	665	335	0	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233210	2060	12	2072	2643	1356	683	1	2	1	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233215	926	5	932	1189	610	307	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233220	861	5	866	1104	567	285	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233225	1294	7	1301	1660	852	429	0	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233230	1315	7	1323	1687	866	436	0	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233235	1101	6	1107	1412	725	365	0	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233240	1136	6	1143	1457	748	377	0	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233245	2590	15	2605	3322	1705	859	1	3	2	5	3	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
LK-1233250	2654	15	2670	3405	1748	880	1	3	2	5	3	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0
LK-1233255	1729	10	1739	2218	1138	573	1	2	1	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233260	1915	11	1927	2457	1261	635	1	2	1	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233265	3602	21	3624	4622	2372	1195	2	4	3	7	4	1	1	0	1	0	1	1	0	0	0	0	0	0	0	0
LK-1233270	1291	7	1299	1656	850	428	0	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233275	1126	6	1133	1445	742	373	0	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233280	1156	6	1163	1483	761	383	0	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233285	2509	15	2524	3219	1652	832	1	3	2	5	2	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
LK-1233290	1928	11	1940	2474	1270	639	1	2	1	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233295	1538	9	1548	1974	1013	510	1	1	1	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233300	2169	13	2182	2783	1428	719	1	2	2	4	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
LK-1233305	1075	6	1081	1379	708	356	0	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233310	894	5	900	1147	589	296	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233315	1418	8	1426	1819	933	470	1	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233320	986	5	992	1265	649	327	0	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233325	1784	10	1795	2289	1175	592	1	2	1	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233330	1899	11	1910	2436	1250	630	1	2	1	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233335	1390	8	1398	1783	915	461	1	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233340	1401	8	1409	1798	922	465	1	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233345	1014	6	1020	1301	667	336	0	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233350	1121	6	1128	1438	738	372	0	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233355	2196	13	2209	2818	1446	728	1	2	2	4	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
LK-1233360	1511	9	1520	1939	995	501	1	1	1	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233365	1090	6	1097	1399	718	361	0	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233370	943	5	949	1210	621	313	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233375	1091	6	1098	1400	718	362	0	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233380	1796	10	1807	2305	1183	596	1	2	1	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233385	1066	6	1072	1367	702	353	0	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233390	1091	6	1098	1400	718	362	0	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233395	1122	6	1129	1440	739	372	0	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233400	1321	7	1329	1695	870	438	0	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233405	756	4	760	970	498	250	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233410	1270	7	1278	1630	836	421	0	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233415	1950	11	1962	2502	1284	647	1	2	1	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233420	844	5	849	1082	555	280	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233425	1578	9	1588	2025	1039	523	1	2	1	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233430	1264	7	1271	1621	832	419	0	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233435	1437	8	1446	1844	946	476	1	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233440	1476	8	1485	1894	972	489	1	1	1	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233445	1193	7	1200	1530	785	395	0	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233450	1401	8	1409	1797	922	464	1	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233455	881	5	886	1130	580	292	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233460	1720	10	1730	2206	1132	570	1	2	1	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1236	63649	564	64235	83086	36226	26721	72	105	68	67	44	0	4	5	3	0	5	7	0	0	0	0	0	0	0	0
LK-1236005	3081	28	3109	4021	1753	1293	4	6	4	4	3	0	1	1	1	0	1	1	0	0	0	0	0	0	0	0
LK-1236010	1384	12	1397	1807	788	581	1	2	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1236015	2670	24	2695	3486	1520	1121	3	5	3	3	2	0	1	1	1	0	1	1	0	0	0	0	0	0	0	0
LK-1236020	2162	19	2182	2822	1230	908	3	4	2	2	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
LK-1236025	1530	14	1544	1998	871	642	2	2	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1236030	1732	15	1748	2261	986	727	2	3	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1236035	752	6	759	982	428	316	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1236040	1677	15	1692	2189	954	704	2	3	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1236045	1218	11	1229	1590	693	511	1	2	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1236050	2676	24	2701	3493	1523	1124	3	5	3	3	2	0	1	1	1	0	1	1	0	0	0	0	0	0	0	0
LK-1236055	1625	14	1640	2122	925	682	2	3	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1236060	1815	16	1832	2369	1033	762	2	3	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1236065	1583	14	1597	2066	901	664	2	3	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1236070	1628	14	1643	2125	927	683	2	3	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1236075	1688	15	1704	2204	961	709	2	3	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1236080	1820	16	1836	2375	1036	764	2	3	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1236085	1869	17	1886	2440	1064	785	2	3	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1236090	1475	13	1488	1925	839	619	2	2	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1236095	1375	12	1388	1795	783	577	1	2	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1236100	898	8	906	1172	511	377	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1236105	1743	15	1759	2275	992	732	2	3	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1236110	1790	16	1806	2336	1019	751	2	3	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1236115	2346	21	2368	3063	1335	985	3	4	3	3	2	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0
LK-1236120	2382	21	2404	3110	1356	1000	3	4	3	3	2	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0
LK-1236125	1709	15	1725	2231	973	718	2	3	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1236130	1868	17	1885	2438	1063	784	2	3	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1236135	948	8	957	1238	539	398	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1236140	1811	16	1828	2364	1031	760	2	3	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1236145	2114	19	2133	2759	1203	888	2	4	2	2	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
LK-1236150	1418	13	1431	1851	807	595	2	2	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1236155	1253	11	1265	1636	713	526	1	2	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1236160	1497	13	1511	1954	852	628	2	2	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1236165	1924	17	1942	2511	1095	808	2	3	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1236170	959	8	968	1252	546	403	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1236175	1897	17	1915	2477	1080	797	2	3	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1236180	2019	18	2037	2635	1149	848	2	3	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1236185	1313	12	1325	1714	747	551	1	2	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1239	84585	605	85213	107761	52042	31738	74	78	42	93	67	0	16	10	23	0	8	1	0	0	0	0	0	0	0	0
LK-1239005	1250	9	1259	1593	769	469	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1239010	1544	11	1556	1968	950	579	1	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1239015	2268	16	2285	2890	1396	851	2	2	1	3	2	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
LK-1239020	2599	19	2619	3311	1599	975	3	3	2	3	2	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0
LK-1239025	1263	9	1273	1609	777	474	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1239030	1214	9	1223	1547	747	456	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1239035	1191	8	1200	1517	733	447	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1239040	1140	8	1149	1453	702	428	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1239045	795	5	801	1013	489	298	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1239050	1282	9	1292	1634	789	481	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1239055	1047	7	1054	1333	644	393	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1239060	1798	13	1811	2290	1106	674	2	2	1	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
LK-1239065	1242	9	1251	1582	764	466	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1239070	2460	18	2478	3133	1513	923	2	2	1	3	2	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
LK-1239075	2501	18	2519	3186	1539	938	2	3	2	3	2	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0
LK-1239080	2202	16	2218	2805	1355	826	2	2	1	3	2	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
LK-1239085	1595	11	1607	2032	981	599	1	1	1	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
LK-1239090	3030	22	3052	3860	1864	1137	3	3	2	4	3	0	1	1	1	0	1	1	0	0	0	0	0	0	0	0
LK-1239095	2134	15	2150	2719	1313	801	2	2	1	2	2	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
LK-1239100	1076	8	1085	1371	662	404	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1239105	2535	18	2554	3229	1560	951	2	3	2	3	2	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0
LK-1239110	1409	10	1420	1796	867	529	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1239115	2536	18	2555	3230	1560	952	2	3	2	3	2	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0
LK-1239120	1850	13	1864	2357	1138	694	2	2	1	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
LK-1239125	2865	21	2886	3650	1763	1075	3	3	2	3	3	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0
LK-1239130	988	7	995	1259	608	371	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1239135	2108	15	2123	2685	1297	791	2	2	1	2	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
LK-1239140	2774	20	2795	3534	1707	1041	3	3	2	3	2	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0
LK-1239145	2065	15	2080	2630	1270	775	2	2	1	2	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
LK-1239150	1226	9	1235	1562	754	460	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1239155	2278	16	2295	2902	1402	855	2	2	1	3	2	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
LK-1239160	2392	17	2410	3048	1472	898	2	2	1	3	2	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
LK-1239165	1305	9	1315	1663	803	490	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1239170	1062	7	1069	1352	653	398	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1239175	1510	11	1521	1923	929	566	1	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1239180	1482	11	1493	1889	912	556	1	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1239185	928	6	935	1183	571	348	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1239190	2311	17	2328	2944	1422	867	2	2	1	3	2	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
LK-1239195	1156	8	1164	1473	711	434	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1239200	2714	20	2734	3457	1670	1018	3	3	2	3	2	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0
LK-1239205	1479	10	1490	1884	910	555	1	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1239210	1777	13	1790	2264	1093	667	2	2	1	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
LK-1239215	1221	9	1230	1556	751	458	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1239220	1501	11	1513	1913	924	563	1	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1239225	1367	10	1377	1742	841	513	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1239230	843	6	849	1074	519	316	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1239235	941	6	948	1199	579	353	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1239240	2431	18	2449	3096	1495	912	2	2	1	3	2	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
LK-1239245	1900	14	1914	2421	1169	713	2	2	1	2	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
LK-13	633928	3964	638274	812854	398485	225250	350	846	807	1307	680	15	49	64	170	2	86	29	1	0	1	0	0	0	0	0
LK-1303	94501	583	95126	119907	58274	35181	55	76	91	109	84	12	11	5	20	0	6	5	0	0	0	0	0	0	0	0
LK-1303005	815	5	820	1037	499	307	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1303010	1042	6	1049	1327	638	393	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1303015	679	4	684	865	416	256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1303020	1107	7	1115	1409	678	418	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1303025	1354	9	1363	1723	829	511	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1303030	2021	13	2035	2573	1237	763	1	2	2	2	2	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0
LK-1303035	1241	8	1250	1580	760	468	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1303040	1516	10	1526	1929	927	572	1	1	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1303045	2228	14	2243	2836	1364	841	2	2	3	3	2	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0
LK-1303050	3248	21	3270	4134	1988	1226	3	3	4	4	3	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0
LK-1303055	1667	11	1678	2122	1020	629	1	1	2	2	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
LK-1303060	1566	10	1577	1994	959	591	1	1	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1303065	2213	14	2228	2817	1355	835	2	2	2	3	2	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0
LK-1303070	1293	8	1302	1646	791	488	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1303075	2491	16	2508	3171	1525	940	2	2	3	3	3	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0
LK-1303080	1292	8	1300	1644	790	487	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1303085	1042	6	1049	1326	638	393	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1303090	1035	6	1042	1317	633	390	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1303095	1530	10	1540	1947	936	577	1	1	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1303100	1851	12	1864	2356	1133	699	1	2	2	2	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
LK-1303105	906	5	911	1124	589	305	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1303110	860	5	865	1066	559	289	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1303115	2138	12	2150	2652	1390	719	2	3	2	4	3	0	1	1	1	0	1	1	0	0	0	0	0	0	0	0
LK-1303120	1303	7	1311	1616	847	438	1	1	1	2	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
LK-1303125	988	6	994	1257	604	373	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1303130	703	4	707	894	430	265	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1303135	1526	10	1537	1943	934	576	1	1	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1303140	1312	8	1321	1670	803	495	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1303145	1807	12	1819	2300	1106	682	1	2	2	2	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
