entity_id	valid	rejected	polled	electors	UNP	PA	TULF	JVP	SU	DLF	NLF	EPDP	USP	ULF	SLMK	SEP	SMBP	IND4	IND2	IND3	JSP	RJP	SLPF	IND1	SLNF
LK-2127390	1250	85	1335	1764	672	473		84	8		7						0	0	0	0	0	0	0	0	0
LK-2127395	919	62	982	1297	494	348		61	6		5						0	0	0	0	0	0	0	0	0
LK-2127400	1660	113	1774	2342	892	629		111	11		9						0	0	0	0	0	0	0	0	0
LK-2130	68615	3296	71937	94728	40868	21262		4665	1137		273						5	0	5	0	17	0	0	0	0
LK-2130005	1000	50	1051	1379	562	341		72	14		4						0	0	0	0	0	0	0	0	0
LK-2130010	686	34	720	946	385	234		49	10		3						0	0	0	0	0	0	0	0	0
LK-2130015	733	36	770	1010	412	250		53	10		3						0	0	0	0	0	0	0	0	0
LK-2130020	822	41	863	1133	461	280		59	11		4						0	0	0	0	0	0	0	0	0
LK-2130025	1164	52	1216	1611	764	295		70	25		4						0	0	0	0	1	0	0	0	0
LK-2130030	1249	62	1312	1722	701	426		90	18		6						0	0	0	0	0	0	0	0	0
LK-2130035	791	39	830	1090	444	270		57	11		3						0	0	0	0	0	0	0	0	0
LK-2130040	474	23	498	653	266	162		34	6		2						0	0	0	0	0	0	0	0	0
LK-2130045	643	32	676	887	361	219		46	9		3						0	0	0	0	0	0	0	0	0
LK-2130050	636	32	668	877	357	217		46	9		3						0	0	0	0	0	0	0	0	0
LK-2130055	1091	54	1146	1504	613	372		79	15		5						0	0	0	0	0	0	0	0	0
LK-2130060	855	43	898	1179	480	292		62	12		4						0	0	0	0	0	0	0	0	0
LK-2130065	1082	48	1131	1498	710	275		65	23		3						0	0	0	0	0	0	0	0	0
LK-2130070	1475	66	1542	2042	968	374		89	31		5						0	0	0	0	1	0	0	0	0
LK-2130075	821	37	858	1137	539	208		49	17		2						0	0	0	0	0	0	0	0	0
LK-2130080	2686	121	2808	3719	1763	682		163	57		9						1	0	1	0	2	0	0	0	0
LK-2130085	1151	51	1202	1593	755	292		69	24		4						0	0	0	0	0	0	0	0	0
LK-2130090	1407	63	1471	1948	923	357		85	30		4						0	0	0	0	1	0	0	0	0
LK-2130095	889	40	929	1231	583	226		54	19		3						0	0	0	0	0	0	0	0	0
LK-2130100	1032	46	1078	1428	677	262		62	22		3						0	0	0	0	0	0	0	0	0
LK-2130105	858	38	896	1187	563	218		52	18		2						0	0	0	0	0	0	0	0	0
LK-2130110	1187	53	1241	1643	779	301		72	25		4						0	0	0	0	1	0	0	0	0
LK-2130115	1138	51	1189	1575	747	289		69	24		3						0	0	0	0	0	0	0	0	0
LK-2130120	1032	46	1078	1428	677	262		62	22		3						0	0	0	0	0	0	0	0	0
LK-2130125	707	35	743	975	397	241		51	10		3						0	0	0	0	0	0	0	0	0
LK-2130130	1281	64	1346	1767	720	438		93	18		6						0	0	0	0	0	0	0	0	0
LK-2130135	546	27	573	752	306	186		39	7		2						0	0	0	0	0	0	0	0	0
LK-2130140	796	40	836	1098	447	272		57	11		3						0	0	0	0	0	0	0	0	0
LK-2130145	1271	64	1335	1753	714	434		92	18		6						0	0	0	0	0	0	0	0	0
LK-2130150	1237	55	1293	1712	812	314		75	26		4						0	0	0	0	1	0	0	0	0
LK-2130155	1808	81	1890	2503	1187	459		109	39		6						0	0	0	0	1	0	0	0	0
LK-2130160	1016	51	1067	1400	571	347		73	14		4						0	0	0	0	0	0	0	0	0
LK-2130165	952	47	1000	1312	535	325		69	13		4						0	0	0	0	0	0	0	0	0
LK-2130170	1239	55	1295	1715	813	314		75	26		4						0	0	0	0	1	0	0	0	0
LK-2130175	870	39	910	1205	571	221		52	18		3						0	0	0	0	0	0	0	0	0
LK-2130180	1470	66	1536	2035	965	373		89	31		5						0	0	0	0	1	0	0	0	0
LK-2130185	1283	57	1341	1777	842	326		77	27		4						0	0	0	0	1	0	0	0	0
LK-2130190	809	36	845	1120	531	205		49	17		2						0	0	0	0	0	0	0	0	0
LK-2130195	1967	99	2066	2711	1105	672		143	28		9						1	0	1	0	1	0	0	0	0
LK-2130200	1643	82	1725	2264	923	561		119	23		8						1	0	1	0	1	0	0	0	0
LK-2130205	1791	90	1881	2468	1006	612		130	26		8						1	0	1	0	1	0	0	0	0
LK-2130210	1082	54	1136	1492	608	369		78	15		5						0	0	0	0	0	0	0	0	0
LK-2130215	1483	74	1558	2044	833	506		107	21		7						0	0	0	0	1	0	0	0	0
LK-2130220	703	35	738	969	395	240		51	10		3						0	0	0	0	0	0	0	0	0
LK-2130225	678	34	712	935	381	231		49	9		3						0	0	0	0	0	0	0	0	0
LK-2130230	1064	53	1118	1467	598	363		77	15		5						0	0	0	0	0	0	0	0	0
LK-2130235	828	41	869	1141	465	282		60	12		4						0	0	0	0	0	0	0	0	0
LK-2130240	2466	124	2590	3399	1385	842		179	35		12						1	0	1	0	1	0	0	0	0
LK-2130245	1043	52	1095	1437	586	356		75	15		5						0	0	0	0	0	0	0	0	0
LK-2130250	676	34	710	932	380	231		49	9		3						0	0	0	0	0	0	0	0	0
LK-2130255	682	34	717	941	383	233		49	9		3						0	0	0	0	0	0	0	0	0
LK-2130260	1142	57	1199	1574	641	390		83	16		5						0	0	0	0	0	0	0	0	0
LK-2130265	921	46	967	1269	517	314		66	13		4						0	0	0	0	0	0	0	0	0
LK-2130270	571	28	600	787	320	195		41	8		2						0	0	0	0	0	0	0	0	0
LK-2130275	1217	61	1278	1677	683	415		88	17		5						0	0	0	0	0	0	0	0	0
LK-2130280	1021	51	1072	1407	573	348		74	14		4						0	0	0	0	0	0	0	0	0
LK-2130285	625	31	656	861	351	213		45	9		3						0	0	0	0	0	0	0	0	0
LK-2130290	448	22	471	618	252	153		32	6		2						0	0	0	0	0	0	0	0	0
LK-2130295	537	27	564	741	302	183		39	7		2						0	0	0	0	0	0	0	0	0
LK-2130300	1009	50	1060	1391	567	344		73	14		4						0	0	0	0	0	0	0	0	0
LK-2130305	1514	76	1590	2086	850	517		110	22		7						0	0	0	0	1	0	0	0	0
LK-2130310	1001	50	1051	1380	562	342		72	14		4						0	0	0	0	0	0	0	0	0
LK-2130315	1033	52	1085	1424	580	353		75	15		5						0	0	0	0	0	0	0	0	0
LK-2130320	1283	64	1348	1769	721	438		93	18		6						0	0	0	0	0	0	0	0	0
LK-2133	38660	2831	41534	53951	22699	12097		3133	226		171						0	0	0	0	0	0	0	0	0
LK-2133005	274	20	294	382	160	86		22	1		1						0	0	0	0	0	0	0	0	0
LK-2133010	230	17	248	322	135	72		19	1		1						0	0	0	0	0	0	0	0	0
LK-2133015	389	29	418	543	228	122		32	2		2						0	0	0	0	0	0	0	0	0
LK-2133020	656	49	705	915	384	206		54	4		3						0	0	0	0	0	0	0	0	0
LK-2133025	204	15	219	285	119	64		16	1		1						0	0	0	0	0	0	0	0	0
LK-2133030	488	36	524	681	286	153		40	3		2						0	0	0	0	0	0	0	0	0
LK-2133035	473	35	509	661	277	149		39	3		2						0	0	0	0	0	0	0	0	0
LK-2133040	401	30	432	560	235	126		33	2		2						0	0	0	0	0	0	0	0	0
LK-2133045	426	31	458	595	249	134		35	2		2						0	0	0	0	0	0	0	0	0
LK-2133050	365	27	392	509	214	115		30	2		2						0	0	0	0	0	0	0	0	0
LK-2133055	295	22	317	412	173	93		24	1		1						0	0	0	0	0	0	0	0	0
LK-2133060	434	32	467	606	254	137		35	2		2						0	0	0	0	0	0	0	0	0
LK-2133065	466	34	501	650	273	146		38	3		2						0	0	0	0	0	0	0	0	0
LK-2133070	480	36	516	670	281	151		39	3		2						0	0	0	0	0	0	0	0	0
LK-2133075	646	48	695	902	379	203		53	4		3						0	0	0	0	0	0	0	0	0
LK-2133080	283	21	305	396	166	89		23	1		1						0	0	0	0	0	0	0	0	0
LK-2133085	349	26	375	487	204	110		28	2		1						0	0	0	0	0	0	0	0	0
LK-2133090	522	39	561	728	306	164		43	3		2						0	0	0	0	0	0	0	0	0
LK-2133095	437	32	470	611	256	137		36	2		2						0	0	0	0	0	0	0	0	0
LK-2133100	444	33	477	620	260	140		36	2		2						0	0	0	0	0	0	0	0	0
LK-2133105	395	29	425	552	231	124		32	2		2						0	0	0	0	0	0	0	0	0
LK-2133110	377	28	405	526	221	118		31	2		2						0	0	0	0	0	0	0	0	0
LK-2133115	282	21	304	394	165	89		23	1		1						0	0	0	0	0	0	0	0	0
LK-2133120	569	42	612	795	333	179		47	3		3						0	0	0	0	0	0	0	0	0
LK-2133125	709	53	762	990	415	223		58	4		3						0	0	0	0	0	0	0	0	0
LK-2133130	556	41	598	776	326	175		45	3		3						0	0	0	0	0	0	0	0	0
LK-2133135	527	39	566	735	308	166		43	3		2						0	0	0	0	0	0	0	0	0
LK-2133140	380	28	409	531	222	119		31	2		2						0	0	0	0	0	0	0	0	0
LK-2133145	976	73	1049	1362	572	307		80	6		5						0	0	0	0	0	0	0	0	0
LK-2133150	391	29	421	546	229	123		32	2		2						0	0	0	0	0	0	0	0	0
LK-2133155	241	18	260	337	141	76		19	1		1						0	0	0	0	0	0	0	0	0
LK-2133160	353	26	379	493	207	111		29	2		1						0	0	0	0	0	0	0	0	0
LK-2133165	450	33	484	628	263	141		37	2		2						0	0	0	0	0	0	0	0	0
LK-2133170	412	30	443	576	241	130		34	2		2						0	0	0	0	0	0	0	0	0
LK-2133175	397	29	427	554	232	125		32	2		2						0	0	0	0	0	0	0	0	0
LK-2133180	633	47	680	883	371	199		52	4		3						0	0	0	0	0	0	0	0	0
LK-2133185	702	52	754	979	411	221		57	4		3						0	0	0	0	0	0	0	0	0
LK-2133190	599	44	644	836	351	188		49	3		3						0	0	0	0	0	0	0	0	0
LK-2133195	495	37	532	691	290	156		40	3		2						0	0	0	0	0	0	0	0	0
LK-2133200	438	32	471	611	256	138		36	2		2						0	0	0	0	0	0	0	0	0
LK-2133205	404	30	434	564	236	127		33	2		2						0	0	0	0	0	0	0	0	0
LK-2133210	397	29	427	554	232	125		32	2		2						0	0	0	0	0	0	0	0	0
LK-2133215	389	29	418	543	228	122		32	2		2						0	0	0	0	0	0	0	0	0
LK-2133220	156	11	167	217	91	49		12	1		0						0	0	0	0	0	0	0	0	0
LK-2133225	383	28	411	534	224	120		31	2		2						0	0	0	0	0	0	0	0	0
LK-2133230	314	23	338	438	184	99		25	2		1						0	0	0	0	0	0	0	0	0
LK-2133235	299	22	321	417	175	94		24	1		1						0	0	0	0	0	0	0	0	0
LK-2133240	199	14	214	278	117	62		16	1		1						0	0	0	0	0	0	0	0	0
LK-2133245	304	22	327	424	178	95		25	1		1						0	0	0	0	0	0	0	0	0
LK-2133250	246	18	264	343	144	77		20	1		1						0	0	0	0	0	0	0	0	0
LK-2133255	459	34	493	640	269	144		37	3		2						0	0	0	0	0	0	0	0	0
LK-2133260	693	51	745	967	406	218		57	4		3						0	0	0	0	0	0	0	0	0
LK-2133265	703	52	756	982	412	221		58	4		3						0	0	0	0	0	0	0	0	0
LK-2133270	756	56	813	1056	443	238		62	4		4						0	0	0	0	0	0	0	0	0
LK-2133275	612	45	658	854	358	192		50	4		3						0	0	0	0	0	0	0	0	0
LK-2133280	525	39	565	733	308	165		43	3		2						0	0	0	0	0	0	0	0	0
LK-2133285	890	40	930	1232	584	226		54	19		3						0	0	0	0	0	0	0	0	0
LK-2133290	570	42	613	795	334	179		47	3		3						0	0	0	0	0	0	0	0	0
LK-2133295	881	66	947	1230	516	277		72	5		4						0	0	0	0	0	0	0	0	0
LK-2133300	943	70	1013	1316	552	297		77	6		5						0	0	0	0	0	0	0	0	0
LK-2133305	875	65	940	1221	512	275		72	5		4						0	0	0	0	0	0	0	0	0
LK-2133310	422	31	453	589	247	133		34	2		2						0	0	0	0	0	0	0	0	0
LK-2133315	360	27	387	503	211	113		29	2		1						0	0	0	0	0	0	0	0	0
LK-2133320	306	22	329	427	179	96		25	2		1						0	0	0	0	0	0	0	0	0
LK-2133325	177	13	190	247	104	55		14	1		0						0	0	0	0	0	0	0	0	0
LK-2133330	241	18	259	336	141	75		19	1		1						0	0	0	0	0	0	0	0	0
LK-2133335	395	29	425	551	231	124		32	2		2						0	0	0	0	0	0	0	0	0
LK-2133340	326	24	351	455	191	102		26	2		1						0	0	0	0	0	0	0	0	0
LK-2133345	322	24	346	449	188	101		26	2		1						0	0	0	0	0	0	0	0	0
LK-2133350	261	19	281	365	153	82		21	1		1						0	0	0	0	0	0	0	0	0
LK-2133355	467	35	502	651	273	147		38	3		2						0	0	0	0	0	0	0	0	0
LK-2133360	784	58	843	1094	459	247		64	5		4						0	0	0	0	0	0	0	0	0
LK-2133365	518	38	557	723	303	163		42	3		2						0	0	0	0	0	0	0	0	0
LK-2133370	1033	77	1111	1442	605	325		85	6		5						0	0	0	0	0	0	0	0	0
LK-2133375	326	24	350	455	191	102		26	2		1						0	0	0	0	0	0	0	0	0
LK-2133380	366	27	393	510	214	115		30	2		2						0	0	0	0	0	0	0	0	0
LK-2133385	237	17	254	330	138	74		19	1		1						0	0	0	0	0	0	0	0	0
LK-2133390	446	33	479	622	261	140		36	2		2						0	0	0	0	0	0	0	0	0
LK-2133395	326	24	351	455	191	102		26	2		1						0	0	0	0	0	0	0	0	0
LK-2133400	261	19	281	365	153	82		21	1		1						0	0	0	0	0	0	0	0	0
LK-2133405	367	27	394	512	215	115		30	2		2						0	0	0	0	0	0	0	0	0
LK-2133410	768	57	826	1072	450	242		63	5		4						0	0	0	0	0	0	0	0	0
LK-2133415	317	23	341	443	186	100		26	2		1						0	0	0	0	0	0	0	0	0
LK-2133420	492	36	529	687	288	155		40	3		2						0	0	0	0	0	0	0	0	0
LK-2134	15077	871	15971	21544	8033	6055		718	16		68						0	0	0	0	0	0	0	0	0
LK-2134005	178	10	188	254	95	71		8	0		1						0	0	0	0	0	0	0	0	0
LK-2134010	252	15	267	360	134	101		12	0		1						0	0	0	0	0	0	0	0	0
LK-2134015	362	21	383	517	193	145		17	1		2						0	0	0	0	0	0	0	0	0
LK-2134020	248	14	263	354	132	100		12	0		1						0	0	0	0	0	0	0	0	0
LK-2134025	342	20	362	489	182	137		16	1		2						0	0	0	0	0	0	0	0	0
LK-2134030	192	11	204	275	102	77		9	0		1						0	0	0	0	0	0	0	0	0
LK-2134035	423	25	448	604	226	170		20	1		2						0	0	0	0	0	0	0	0	0
LK-2134040	460	27	487	657	245	185		22	1		2						0	0	0	0	0	0	0	0	0
LK-2134045	279	16	295	398	148	112		13	0		1						0	0	0	0	0	0	0	0	0
LK-2134050	227	13	240	324	121	91		11	0		1						0	0	0	0	0	0	0	0	0
LK-2134055	209	12	221	298	111	84		10	0		1						0	0	0	0	0	0	0	0	0
LK-2134060	168	10	178	240	90	67		8	0		1						0	0	0	0	0	0	0	0	0
LK-2134065	272	16	289	389	145	109		13	0		1						0	0	0	0	0	0	0	0	0
LK-2134070	357	21	378	510	190	144		17	1		2						0	0	0	0	0	0	0	0	0
LK-2134075	164	9	174	235	87	66		8	0		1						0	0	0	0	0	0	0	0	0
LK-2134080	323	19	343	462	172	130		16	1		2						0	0	0	0	0	0	0	0	0
LK-2134085	166	9	176	238	88	67		8	0		1						0	0	0	0	0	0	0	0	0
LK-2134090	225	13	239	322	120	90		11	0		1						0	0	0	0	0	0	0	0	0
LK-2134095	577	34	611	824	308	232		28	2		3						0	0	0	0	0	0	0	0	0
LK-2134100	347	20	368	496	185	139		17	1		2						0	0	0	0	0	0	0	0	0
LK-2134105	248	14	263	355	132	100		12	0		1						0	0	0	0	0	0	0	0	0
LK-2134110	169	10	179	241	90	68		8	0		1						0	0	0	0	0	0	0	0	0
LK-2134115	145	8	153	207	77	58		7	0		0						0	0	0	0	0	0	0	0	0
LK-2134120	275	16	292	394	147	111		13	0		1						0	0	0	0	0	0	0	0	0
LK-2134125	263	15	279	376	140	106		13	0		1						0	0	0	0	0	0	0	0	0
LK-2134130	177	10	187	253	94	71		8	0		1						0	0	0	0	0	0	0	0	0
LK-2134135	259	15	274	370	138	104		12	0		1						0	0	0	0	0	0	0	0	0
LK-2134140	234	14	248	335	125	94		11	0		1						0	0	0	0	0	0	0	0	0
LK-2134145	171	10	181	245	91	69		8	0		1						0	0	0	0	0	0	0	0	0
LK-2134150	227	13	240	324	121	91		11	0		1						0	0	0	0	0	0	0	0	0
LK-2134155	252	15	267	360	134	101		12	0		1						0	0	0	0	0	0	0	0	0
LK-2134160	233	13	247	333	124	94		11	0		1						0	0	0	0	0	0	0	0	0
LK-2134165	263	15	279	376	140	106		13	0		1						0	0	0	0	0	0	0	0	0
LK-2134170	285	17	302	407	152	114		14	0		1						0	0	0	0	0	0	0	0	0
LK-2134175	214	12	226	305	114	86		10	0		1						0	0	0	0	0	0	0	0	0
LK-2134180	121	7	129	174	65	49		6	0		0						0	0	0	0	0	0	0	0	0
LK-2134185	362	21	383	517	193	145		17	1		2						0	0	0	0	0	0	0	0	0
LK-2134190	179	10	189	256	95	72		8	0		1						0	0	0	0	0	0	0	0	0
LK-2134195	204	12	216	292	109	82		10	0		1						0	0	0	0	0	0	0	0	0
LK-2134200	210	12	222	299	112	84		10	0		1						0	0	0	0	0	0	0	0	0
LK-2134205	216	12	228	308	115	87		10	0		1						0	0	0	0	0	0	0	0	0
LK-2134210	463	27	490	661	247	186		22	1		2						0	0	0	0	0	0	0	0	0
LK-2134215	265	15	281	379	141	106		13	0		1						0	0	0	0	0	0	0	0	0
LK-2134220	279	16	295	398	148	112		13	0		1						0	0	0	0	0	0	0	0	0
LK-2134225	282	16	298	402	150	113		13	0		1						0	0	0	0	0	0	0	0	0
LK-2134230	397	23	421	567	212	160		19	1		2						0	0	0	0	0	0	0	0	0
LK-2134235	398	23	422	568	212	160		19	1		2						0	0	0	0	0	0	0	0	0
LK-2134240	198	11	210	284	106	80		9	0		1						0	0	0	0	0	0	0	0	0
LK-2134245	275	16	291	393	147	110		13	0		1						0	0	0	0	0	0	0	0	0
LK-2134250	297	17	315	425	158	119		14	1		1						0	0	0	0	0	0	0	0	0
LK-2134255	215	12	227	307	114	86		10	0		1						0	0	0	0	0	0	0	0	0
LK-2134260	195	11	207	279	104	78		9	0		1						0	0	0	0	0	0	0	0	0
LK-2134265	308	18	326	440	164	124		15	1		1						0	0	0	0	0	0	0	0	0
LK-2134270	304	18	322	434	162	122		15	1		1						0	0	0	0	0	0	0	0	0
LK-2134275	256	15	272	366	137	103		12	0		1						0	0	0	0	0	0	0	0	0
LK-2134280	240	14	255	343	128	96		11	0		1						0	0	0	0	0	0	0	0	0
LK-2134285	227	13	241	325	121	91		11	0		1						0	0	0	0	0	0	0	0	0
LK-2136	49426	2467	51943	66470	24827	20266		3193	462		298						0	0	0	0	1	0	0	0	0
LK-2136005	372	18	391	501	187	153		24	3		2						0	0	0	0	0	0	0	0	0
LK-2136010	439	22	461	590	220	180		28	4		3						0	0	0	0	0	0	0	0	0
LK-2136015	268	13	281	360	134	110		17	2		1						0	0	0	0	0	0	0	0	0
LK-2136020	251	12	264	338	126	103		16	2		1						0	0	0	0	0	0	0	0	0
LK-2136025	262	13	276	353	132	107		17	2		1						0	0	0	0	0	0	0	0	0
LK-2136030	519	26	546	698	261	213		34	5		3						0	0	0	0	0	0	0	0	0
LK-2136035	292	14	306	392	146	119		19	2		2						0	0	0	0	0	0	0	0	0
LK-2136040	391	19	411	526	197	160		25	4		2						0	0	0	0	0	0	0	0	0
LK-2136045	618	31	650	831	311	254		40	6		4						0	0	0	0	0	0	0	0	0
LK-2136050	711	36	747	956	357	292		46	7		4						0	0	0	0	0	0	0	0	0
LK-2136055	591	30	621	795	297	242		38	6		4						0	0	0	0	0	0	0	0	0
LK-2136060	567	28	596	762	285	233		37	5		3						0	0	0	0	0	0	0	0	0
LK-2136065	430	21	452	579	216	176		28	4		2						0	0	0	0	0	0	0	0	0
LK-2136070	333	16	350	448	167	137		21	3		2						0	0	0	0	0	0	0	0	0
LK-2136075	636	32	669	856	320	261		41	6		4						0	0	0	0	0	0	0	0	0
LK-2136080	613	31	644	824	308	251		40	6		4						0	0	0	0	0	0	0	0	0
LK-2136085	500	25	525	672	251	205		32	5		3						0	0	0	0	0	0	0	0	0
LK-2136090	573	29	602	770	288	235		37	5		3						0	0	0	0	0	0	0	0	0
LK-2136095	620	31	651	833	311	254		40	6		4						0	0	0	0	0	0	0	0	0
LK-2136100	381	19	400	512	191	156		24	3		2						0	0	0	0	0	0	0	0	0
LK-2136105	401	20	422	540	201	164		26	4		2						0	0	0	0	0	0	0	0	0
LK-2136110	698	35	734	939	351	286		45	7		4						0	0	0	0	0	0	0	0	0
LK-2136115	509	25	535	685	256	209		33	5		3						0	0	0	0	0	0	0	0	0
LK-2136120	324	16	341	436	163	133		21	3		2						0	0	0	0	0	0	0	0	0
LK-2136125	549	27	577	738	276	225		36	5		3						0	0	0	0	0	0	0	0	0
LK-2136130	410	20	431	552	206	168		26	4		2						0	0	0	0	0	0	0	0	0
LK-2136135	832	42	874	1119	418	341		54	8		5						0	0	0	0	0	0	0	0	0
LK-2136140	411	20	432	553	206	169		26	4		2						0	0	0	0	0	0	0	0	0
LK-2136145	303	15	319	408	152	124		19	3		2						0	0	0	0	0	0	0	0	0
LK-2136150	337	17	354	453	169	138		22	3		2						0	0	0	0	0	0	0	0	0
LK-2136155	358	18	376	481	180	147		23	3		2						0	0	0	0	0	0	0	0	0
LK-2136160	513	26	539	690	258	210		33	5		3						0	0	0	0	0	0	0	0	0
LK-2136165	249	12	262	335	125	102		16	2		1						0	0	0	0	0	0	0	0	0
LK-2136170	703	35	739	946	353	288		46	7		4						0	0	0	0	0	0	0	0	0
LK-2136175	300	15	315	403	150	123		19	3		2						0	0	0	0	0	0	0	0	0
LK-2136180	216	10	227	290	108	88		14	2		1						0	0	0	0	0	0	0	0	0
LK-2136185	293	14	308	394	147	120		19	3		2						0	0	0	0	0	0	0	0	0
LK-2136190	224	11	236	302	113	92		14	2		1						0	0	0	0	0	0	0	0	0
LK-2136195	315	16	331	424	158	129		20	3		2						0	0	0	0	0	0	0	0	0
LK-2136200	463	23	486	622	232	190		30	4		3						0	0	0	0	0	0	0	0	0
LK-2136205	420	21	442	565	211	172		27	4		2						0	0	0	0	0	0	0	0	0
LK-2136210	414	21	435	557	208	170		27	4		2						0	0	0	0	0	0	0	0	0
LK-2136215	366	18	385	493	184	150		24	3		2						0	0	0	0	0	0	0	0	0
LK-2136220	563	28	591	757	283	231		36	5		3						0	0	0	0	0	0	0	0	0
LK-2136225	814	41	856	1095	409	334		53	8		5						0	0	0	0	0	0	0	0	0
LK-2136230	667	33	701	897	335	274		43	6		4						0	0	0	0	0	0	0	0	0
LK-2136235	582	29	611	782	292	239		38	5		4						0	0	0	0	0	0	0	0	0
LK-2136240	257	13	270	345	129	105		16	2		1						0	0	0	0	0	0	0	0	0
LK-2136245	502	25	528	675	252	206		32	5		3						0	0	0	0	0	0	0	0	0
LK-2136250	488	24	513	656	245	200		32	5		3						0	0	0	0	0	0	0	0	0
LK-2136255	499	25	525	671	251	205		32	5		3						0	0	0	0	0	0	0	0	0
LK-2136260	701	35	737	943	352	288		46	7		4						0	0	0	0	0	0	0	0	0
LK-2136265	461	23	485	621	232	189		30	4		3						0	0	0	0	0	0	0	0	0
LK-2136270	832	42	874	1119	418	341		54	8		5						0	0	0	0	0	0	0	0	0
LK-2136275	356	18	374	479	179	146		23	3		2						0	0	0	0	0	0	0	0	0
LK-2136280	554	28	583	745	278	227		36	5		3						0	0	0	0	0	0	0	0	0
LK-2136285	435	22	457	585	219	178		28	4		3						0	0	0	0	0	0	0	0	0
LK-2136290	633	32	665	851	318	260		41	6		4						0	0	0	0	0	0	0	0	0
LK-2136295	442	22	465	595	222	181		29	4		3						0	0	0	0	0	0	0	0	0
LK-2136300	365	18	383	491	183	150		23	3		2						0	0	0	0	0	0	0	0	0
LK-2136305	885	44	930	1190	444	363		58	9		6						0	0	0	0	0	0	0	0	0
LK-2136310	281	14	296	378	141	115		18	2		1						0	0	0	0	0	0	0	0	0
LK-2136315	229	11	241	308	115	94		15	2		1						0	0	0	0	0	0	0	0	0
LK-2136320	346	17	363	465	174	142		22	3		2						0	0	0	0	0	0	0	0	0
LK-2136325	410	20	431	552	206	168		26	4		2						0	0	0	0	0	0	0	0	0
LK-2136330	182	9	191	245	91	74		11	1		1						0	0	0	0	0	0	0	0	0
LK-2136335	335	17	352	450	168	137		21	3		2						0	0	0	0	0	0	0	0	0
LK-2136340	386	19	406	520	194	158		25	3		2						0	0	0	0	0	0	0	0	0
LK-2136345	377	19	396	506	189	154		24	3		2						0	0	0	0	0	0	0	0	0
LK-2136350	356	18	375	479	179	146		23	3		2						0	0	0	0	0	0	0	0	0
LK-2136355	484	24	508	651	243	198		31	4		3						0	0	0	0	0	0	0	0	0
LK-2136360	330	16	347	444	166	135		21	3		2						0	0	0	0	0	0	0	0	0
LK-2136365	559	28	587	752	281	229		36	5		3						0	0	0	0	0	0	0	0	0
LK-2136370	512	26	538	688	257	210		33	5		3						0	0	0	0	0	0	0	0	0
LK-2136375	481	24	506	647	242	197		31	4		3						0	0	0	0	0	0	0	0	0
LK-2136380	490	24	515	659	246	201		32	5		3						0	0	0	0	0	0	0	0	0
LK-2136385	452	22	475	607	227	185		29	4		3						0	0	0	0	0	0	0	0	0
LK-2136390	601	30	631	808	302	246		39	6		4						0	0	0	0	0	0	0	0	0
LK-2136395	1497	76	1573	2012	752	614		98	15		10						0	0	0	0	1	0	0	0	0
LK-2136400	731	37	768	983	367	300		47	7		5						0	0	0	0	0	0	0	0	0
LK-2136405	667	33	701	897	335	274		43	6		4						0	0	0	0	0	0	0	0	0
LK-2136410	883	44	928	1188	444	362		57	9		6						0	0	0	0	0	0	0	0	0
LK-2136415	1031	52	1083	1386	518	423		67	10		7						0	0	0	0	0	0	0	0	0
LK-2136420	591	30	621	795	297	242		38	6		4						0	0	0	0	0	0	0	0	0
LK-2136425	534	27	561	718	268	219		35	5		3						0	0	0	0	0	0	0	0	0
LK-2136430	738	37	776	993	371	303		48	7		5						0	0	0	0	0	0	0	0	0
LK-2136435	773	39	812	1039	388	317		50	7		5						0	0	0	0	0	0	0	0	0
LK-2136440	1023	51	1075	1375	514	420		67	10		7						0	0	0	0	0	0	0	0	0
LK-2136445	731	37	768	983	367	300		47	7		5						0	0	0	0	0	0	0	0	0
LK-2136450	654	33	687	880	329	268		42	6		4						0	0	0	0	0	0	0	0	0
LK-2136455	760	38	798	1021	382	312		49	7		5						0	0	0	0	0	0	0	0	0
LK-2136460	1016	51	1068	1367	511	417		66	10		7						0	0	0	0	0	0	0	0	0
LK-2136465	508	25	533	683	255	208		33	5		3						0	0	0	0	0	0	0	0	0
LK-2136470	1013	51	1065	1362	509	416		66	10		7						0	0	0	0	0	0	0	0	0
LK-2136475	454	23	477	611	228	186		29	4		3						0	0	0	0	0	0	0	0	0
LK-2139	47680	3006	50750	65805	28038	15930		2795	230		230						0	0	0	0	0	0	0	0	0
LK-2139005	272	17	290	376	160	91		16	1		1						0	0	0	0	0	0	0	0	0
LK-2139010	382	24	406	527	225	128		22	2		2						0	0	0	0	0	0	0	0	0
LK-2139015	297	19	317	410	175	99		17	1		1						0	0	0	0	0	0	0	0	0
LK-2139020	279	17	297	386	164	93		16	1		1						0	0	0	0	0	0	0	0	0
LK-2139025	391	25	416	539	230	131		23	2		2						0	0	0	0	0	0	0	0	0
LK-2139030	360	23	383	497	212	120		21	2		2						0	0	0	0	0	0	0	0	0
LK-2139035	467	30	497	644	275	156		27	2		2						0	0	0	0	0	0	0	0	0
LK-2139040	420	26	447	579	247	140		25	2		2						0	0	0	0	0	0	0	0	0
LK-2139045	365	23	388	504	215	122		21	2		2						0	0	0	0	0	0	0	0	0
LK-2139050	579	37	617	799	341	194		34	3		3						0	0	0	0	0	0	0	0	0
